계정 이름,트윗 내용,리포스트 수,답글 제한 여부,작성한 포스트 수,전처리된 트윗,라벨링,전처리된 트윗_문자열,예측된_라벨링
𝐨𝐞𝐞,진짜 시원하긴해요 여태 요상한템들 영업당해서 사들고 오신 것 중에 유일하게 잘사오신...ㅋㅋㅋ 어깨 + 종아리 마사지기 합 13만9천원 특가로 지르셨다는데 ㄹㅇ 나도 사고싶어진다 했더니 2관왕 기념 한정수량으로 샀는데~~뭐 어떻고~ 근데 진짜 시원함 <이유즈 마사지기> 입니다,9,0,991,"['진짜', '시원하다', '여태', '상한', '영업', '당하다', '오신', '유일하다', '사오다', '어깨', '종아리', '마사지', '만천원', '특가', '지르다', '나다', '사다', '관왕', '기념', '한정', '수량', '사다', '어떻다', '근데', '진짜', '시원하다', '유즈', '마사지']",1,진짜 시원하다 여태 상한 영업 당하다 오신 유일하다 사오다 어깨 종아리 마사지 만천원 특가 지르다 나다 사다 관왕 기념 한정 수량 사다 어떻다 근데 진짜 시원하다 유즈 마사지,
𝐨𝐞𝐞,"아 나 매니저언니한테 영업당해서 세럼 샀는데 ㅈㄴ 속건조원래 없던 사람 됨 홀라당 다 써서 살랬드만 쿠팡 품절나서 네이버에서 삼
  https://smartstore.naver.com/iproduct/products/8162697944…",4,0,991,"['매니저', '언니', '한테', '영업', '당하다', '사다', '건조', '없다', '사람', '되다', '홀라당', '써다', '살랬드', '쿠팡', '품절', '나서다', '네이버']",1,매니저 언니 한테 영업 당하다 사다 건조 없다 사람 되다 홀라당 써다 살랬드 쿠팡 품절 나서다 네이버,
𝐨𝐞𝐞,"에에엑?! 예일이랑 민음사랑 콜라보했어 ㅁㅊㅋㅋㅋㅋㅋㅌ
  아 민음사티비 요즘 개재밋던대 콜라보도 맛도리네,,
  북커버에 강쥐와펜 ㅈㄴ귀여움.. 내년 다이어리 끼워다녀야겟다
  https://phyps-department.co.kr/yale_minumsa.html…",4,0,991,"['예일', '이랑', '민음사', '콜라보', '민음사', '티비', '요즘', '개재', '덥다', '콜라보', '도리', '북커버', '강쥐', '내년', '다이어리', '끼우다', '다니다']",1,예일 이랑 민음사 콜라보 민음사 티비 요즘 개재 덥다 콜라보 도리 북커버 강쥐 내년 다이어리 끼우다 다니다,
𝐨𝐞𝐞,"https://smartstore.naver.com/mrs-inter/products/9875091002…
  견주,집사님들! 아이들이 혼자 집에서 기다리는게 얼마나 힘든지 아시나요.. 심리적으로 안정시켜주는 CBD 성분이 있는 영양제인데 분리불안 있는 아이들에게 정말 좋아요.. 관절통증 완화/연골재생에도 좋으니 챙겨줘보세요! 반려견, 반려묘 모두 급여 가능해요",5,0,991,"['집사', '들다', '아이', '혼자', '기다리다', '얼마나', '든지', '알다', '심리', '안정', '시키다', '성분', '양제', '분리', '불안', '아이', '에게', '정말', '좋다', '관절', '통증', '완화', '연골', '재생', '에도', '좋다', '챙기다', '보다', '반려견', '반려', '모두', '급여', '가능하다']",1,집사 들다 아이 혼자 기다리다 얼마나 든지 알다 심리 안정 시키다 성분 양제 분리 불안 아이 에게 정말 좋다 관절 통증 완화 연골 재생 에도 좋다 챙기다 보다 반려견 반려 모두 급여 가능하다,
𝙘𝙤𝙢.,"ㄹㅇ 레오제이가 지겹도록 말한 클렌징오일
  근데 이것이 정말로 좋읍니다 피지싹빠집니다
  마스카라 워터프루프고 나발이고 싹 다 지워짐
  피지랑 블랙헤드 관리에 이것만한게 없음 짱...",4000,0,813,"['레오', '제이', '지겹다', '클렌', '오일', '근데', '정말로', '좋다', '읍니', '피지', '빠지다', '마스카라', '워터', '프루프', '나발', '지워지다', '피지', '블랙', '헤드', '관리', '없다']",1,레오 제이 지겹다 클렌 오일 근데 정말로 좋다 읍니 피지 빠지다 마스카라 워터 프루프 나발 지워지다 피지 블랙 헤드 관리 없다,
𝙘𝙤𝙢.,냉감패드 여름에 진짜 필수고요 몸에 열 많은사람들 제발 츄라이... 그리고 알러지케어 까지 되기 때문에 잠들만하면 비염도져서 코맥히고 기침 재채기 오지는분들은 침구를 바꿔보시길,5300,0,813,"['냉감', '패드', '여름', '진짜', '필수', '고요', '많다', '사람', '제발', '라이', '그리고', '알러지', '케어', '되다', '때문', '잠들다', '만하', '비염', '지다', '코맥히', '기침', '재채기', '오지', '침구', '바꾸다', '보다']",,냉감 패드 여름 진짜 필수 고요 많다 사람 제발 라이 그리고 알러지 케어 되다 때문 잠들다 만하 비염 지다 코맥히 기침 재채기 오지 침구 바꾸다 보다,1.0
𝙘𝙤𝙢.,저는 피지연화제 사러갔다가 품절이여서 옆에있던 랩핑마스크라도 사왔는데 개좋아서 놀랬던.... 몰랐는데 고냥 럭키걸이였던것....,3100,0,813,"['피지', '화제', '사르다', '가다', '품절', '랩핑', '마스크', '라도', '사오다', '좋다', '놀래다', '모르다', '럭키걸']",,피지 화제 사르다 가다 품절 랩핑 마스크 라도 사오다 좋다 놀래다 모르다 럭키걸,0.0
𝙘𝙤𝙢.,"거북목 때문에 목 맨날 아프고 잠자리도 불편해서 불면증 까지 생긴 사람들 진심으로 추천하는 마사지 베개... 마사지 압 너무좋고 따땃하게 목안마 받으며 그냥 기절함, 요근래 최고로 나이스한 소비, 자는게 맛있어짐 얼마만에 푹자보는지 모르겠음",3400,0,813,"['거북목', '때문', '맨날', '아프다', '잠자리', '불편하다', '불면증', '생기다', '사람', '진심', '추천', '마사지', '베개', '마사지', '너무', '좋다', '따땃하', '안마', '받다', '그냥', '기절', '근래', '최고', '나이스', '소비', '자다', '맛있다', '얼마', '만에', '보다', '모르다']",,거북목 때문 맨날 아프다 잠자리 불편하다 불면증 생기다 사람 진심 추천 마사지 베개 마사지 너무 좋다 따땃하 안마 받다 그냥 기절 근래 최고 나이스 소비 자다 맛있다 얼마 만에 보다 모르다,1.0
𝙘𝙤𝙢.,음 잘 쓰고있긴한데 바를 때 약간 이정도만 발라도 되나? 싶을 정도로 소량으로 얼굴 전체 도포 하는게 좋은거같아요. 고함량이라 너무 많이 흡수시키면 피부가 못받아줌 소량만 꾸준히 발라줘도 안색이 밝아짐요,1500,0,813,"['자다', '쓰다', '바르다', '약간', '정도', '발라', '되다', '싶다', '정도', '소량', '얼굴', '전체', '도포', '좋다', '같다', '함량', '이라', '너무', '많이', '흡수', '시키다', '피부', '받다', '소량', '꾸준하다', '바르다', '안색', '밝아지다']",,자다 쓰다 바르다 약간 정도 발라 되다 싶다 정도 소량 얼굴 전체 도포 좋다 같다 함량 이라 너무 많이 흡수 시키다 피부 받다 소량 꾸준하다 바르다 안색 밝아지다,1.0
𝙘𝙤𝙢.,르마하 유튭에 괄사 마사지 3분루틴 있는데 개쩐다ㅅㅂ...얼굴 붓기 다 빠져서 갸름해지고 단 3분만에 얼굴 작아짐 ㄹㅇ 괄사 마사지 이거 영상보면서 해보세요 https://youtube.com/watch?v=NTQBDc7VoMc…,2500,0,813,"['마하', '유튭', '괄사', '마사지', '루틴', '쩐다', '얼굴', '붓기', '빠지다', '갸름하다', '분만', '얼굴', '작아지다', '괄사', '마사지', '영상', '보다', '해보다']",,마하 유튭 괄사 마사지 루틴 쩐다 얼굴 붓기 빠지다 갸름하다 분만 얼굴 작아지다 괄사 마사지 영상 보다 해보다,1.0
𝙘𝙤𝙢.,"약국에서 퓨어턴 착색크림 한통 사서 쓰고있는데 고체향수마냥 냄새가 너무 좋아서 좀 어이가없음,,, 그냥 좋은 정도가 아니여서 팔꿈치랑 무릎에 바르려고 샀는디 외출할때 목에 극소량 바르고감....왜 냄새가좋지 진짜",1500,0,813,"['약국', '퓨어', '착색', '크림', '사서', '쓰다', '고체', '향수', '마냥', '냄새', '너무', '좋다', '어이', '없다', '그냥', '좋다', '정도', '아니다', '팔꿈치', '무릎', '바르다', '사다', '외출', '소량', '바르다', '감왜', '냄새', '좋다', '진짜']",,약국 퓨어 착색 크림 사서 쓰다 고체 향수 마냥 냄새 너무 좋다 어이 없다 그냥 좋다 정도 아니다 팔꿈치 무릎 바르다 사다 외출 소량 바르다 감왜 냄새 좋다 진짜,1.0
𝙘𝙤𝙢.,여드름 터지기 전에 쓰는게 진짜 좋아요 패치 접착력이 개짱짱함 샤워하고 세안해도 박박씻지 않는이상 안떨어짐. 무엇보다도 패치 얼굴에 붙였을 때 티가 거의 안나서 좋다 전에 쓰던 패치보다 크게 빅패치로 나와서 진짜쥬음..,2100,0,813,"['여드름', '터지다', '쓰다', '진짜', '좋다', '패치', '접착', '짱짱하다', '샤워', '하고', '세안', '박박', '씻다', '않다', '이상', '안떨어지다', '무엇', '보다도', '패치', '얼굴', '붙이다', '거의', '안나', '좋다', '쓰다', '패치', '보다', '크게', '빅패치', '나오다', '진짜', '쥬음']",,여드름 터지다 쓰다 진짜 좋다 패치 접착 짱짱하다 샤워 하고 세안 박박 씻다 않다 이상 안떨어지다 무엇 보다도 패치 얼굴 붙이다 거의 안나 좋다 쓰다 패치 보다 크게 빅패치 나오다 진짜 쥬음,1.0
𝙘𝙤𝙢.,"여드름성 피부이신분들 제발 써보세요...
  지금 딱 두통 다 써가는데 확실히 붉은기 올라온거 다 잡혀서 없어졌고 좁쌀도 안올라와요.. 아침 저녁으로 바르고있구 속보습 잡아줘서 겨울에 쓰기 딱 조아요 진짜 몇 안되는 내 찐 간증템임",1700,0,813,"['여드름', '피부', '이신', '분들', '제발', '써다', '보다', '지금', '두통', '써다', '확실하다', '붉다', '올라오다', '잡히다', '없어지다', '좁쌀', '올라오다', '아침', '저녁', '바르다', '보습', '잡다', '겨울', '쓰기', '좋다', '진짜', '안되다', '찌다', '간증', '템임']",,여드름 피부 이신 분들 제발 써다 보다 지금 두통 써다 확실하다 붉다 올라오다 잡히다 없어지다 좁쌀 올라오다 아침 저녁 바르다 보습 잡다 겨울 쓰기 좋다 진짜 안되다 찌다 간증 템임,1.0
𝙘𝙤𝙢.,보통 선스틱이 번들거림 심한데 진짜 이건 하나도 없다 할 정도로 보송보송해요.. 아무것도 안 발랐나 싶을 정도로 가볍게 발려요 선크림 안바르는 사람한테도 영업 성공한 템임...,1200,0,813,"['보통', '스틱', '들다', '심다', '진짜', '이건', '하나', '없다', '정도', '보송보송하다', '아무', '바르다', '싶다', '정도', '가볍다', '발리다', '선크림', '바르다', '사람', '한테', '영업', '성공하다', '템임']",,보통 스틱 들다 심다 진짜 이건 하나 없다 정도 보송보송하다 아무 바르다 싶다 정도 가볍다 발리다 선크림 바르다 사람 한테 영업 성공하다 템임,1.0
𝙘𝙤𝙢.,메이크업 픽서 요거 강강추...분사력 좋고 향도 좋고 확실히 픽싱 개오래갑니다!! 가격대비 가성비 개굿임! 지굼 25% 세일해요.. 저도 하나 쟁이면서 말씀드립니당~~ 일단 지성인들은 고민말고 게릿...,751,0,813,"['메이크업', '강강', '추분', '사력', '좋다', '좋다', '확실하다', '픽싱', '개다', '가다', '가격', '대비', '가성', '개굿임', '지굼', '일해', '하나', '쟁이면', '말씀드리다', '일단', '지성인', '고민', '말고', '게릿']",,메이크업 강강 추분 사력 좋다 좋다 확실하다 픽싱 개다 가다 가격 대비 가성 개굿임 지굼 일해 하나 쟁이면 말씀드리다 일단 지성인 고민 말고 게릿,1.0
𝙘𝙤𝙢.,"딸기코 모공 탈출 방법 모공수렴제 쓰셈
  유럽에 살 때 많이 썼는데 올영엔 없어서
  한국 피부과 가서 물어보니까 보툴샷 추천해주더라
  이거 하루만 발라도 블랙헤드 타노스 시켜줌;;
  진짜 찐임;;",504,0,813,"['딸기', '모공', '탈출', '방법', '수렴', '쓰다', '유럽', '많이', '써다', '없다', '한국', '피부', '가다', '물어보다', '보툴샷', '추천', '해주다', '하루', '발라', '블랙', '헤드', '노스', '시키다', '진짜', '찌다']",1,딸기 모공 탈출 방법 수렴 쓰다 유럽 많이 써다 없다 한국 피부 가다 물어보다 보툴샷 추천 해주다 하루 발라 블랙 헤드 노스 시키다 진짜 찌다,
𝙘𝙤𝙢.,"https://front.wemakeprice.com/deal/630799208
  누비지오 최대 78% 개큰세일 .. 
  
  국내생산 + 국내제조 듀라론 냉감 패드 29,980원 한정수량
  미피 여름 침구 29,980원",1700,0,813,"['누비', '지오', '최대', '크다', '국내', '생산', '국내', '제조', '듀라론', '냉감', '패드', '한정', '수량', '밉다', '여름', '침구']",1,누비 지오 최대 크다 국내 생산 국내 제조 듀라론 냉감 패드 한정 수량 밉다 여름 침구,
𝙘𝙤𝙢.,"모공땜에 프라이머 50통 넘게 썼는데
  알고보니까 얘가 모공에 껴서 더 늘린거였음..;;;
  개충격받고 손절침..;;;;;
  오만거 다 해봤는데 이게 직빵이더라
  관리법 궁금하면 타래로;;;;;",368,0,813,"['프라이머', '넘다', '써다', '니까', '모공', '끼다', '늘리다', '충격', '받다', '손절침', '오만', '해봤다', '직빵', '관리', '궁금하다', '타래']",,프라이머 넘다 써다 니까 모공 끼다 늘리다 충격 받다 손절침 오만 해봤다 직빵 관리 궁금하다 타래,1.0
𝙘𝙤𝙢.,"https://smartstore.naver.com/bluebleu/products/9561270573… 내가 여태 써본 생리대중엔 블루블루가 젤 조앗어 예전에 생리대 발암 리스트 뜨고나서 거르고 걸러서 이것만 쓰고 있는데 흡수력 좋고 냄새안나고 국내생산임 ! 
  지금 40% 할인 블프 하고있어용",984,0,813,"['여태', '써다', '보다', '생리대', '블루', '블루', '좋다', '예전', '생리대', '발암', '리스트', '뜨다', '거르', '걸다', '쓰다', '흡수', '좋다', '냄새', '안나', '국내', '생산', '지금', '할인', '블프']",1,여태 써다 보다 생리대 블루 블루 좋다 예전 생리대 발암 리스트 뜨다 거르 걸다 쓰다 흡수 좋다 냄새 안나 국내 생산 지금 할인 블프,
𝙘𝙤𝙢.,"코에 따끈한 수건 잠깐 올려두고 30초~ 1분?
  어느정도 뿔렸을 때 쫀쫀밤 발라두면 알아서 피지
  쭉쭉 올라와있어요 그때 압출면봉으로 쓱쓱 닦아서
  피지 정리 해주고 쫀쫀앰플로 모공 케어 해주면 끝
  진짜 저거 요물입니다.. 중요한 날 전에 무조건함",611,0,813,"['따끈하다', '수건', '잠깐', '올리다', '두다', '어느', '정도', '뿔렸', '쫀쫀밤', '발라', '두다', '알다', '피지', '쭉쭉', '올라오다', '그때', '압출면봉', '쓱쓱', '닦다', '피지', '정리', '해주다', '쫀쫀앰플', '모공', '케어', '해주다', '진짜', '요물', '중요하다', '무조건']",,따끈하다 수건 잠깐 올리다 두다 어느 정도 뿔렸 쫀쫀밤 발라 두다 알다 피지 쭉쭉 올라오다 그때 압출면봉 쓱쓱 닦다 피지 정리 해주다 쫀쫀앰플 모공 케어 해주다 진짜 요물 중요하다 무조건,1.0
𝙘𝙤𝙢.,발톱 무좀에도 좋지만 저 처럼 손톱 약해서 자주 부러지고 깨지시는 분들 계시면 진짜 꼭 써보세요... 영양제 바르듯이 한두방울 발라주면 되는데 진심 효과 쩔어요 손톱 떼깔 자체가 빤듯빤듯 해졌음 ㄹㅇ 반통도 안썻거든요 지금,641,0,813,"['발톱', '무좀', '에도', '좋다', '처럼', '손톱', '약하다', '자주', '부러지다', '깨지다', '분들', '계시', '진짜', '써다', '보다', '양제', '바르다', '한두', '방울', '바르다', '되다', '진심', '효과', '쩔어요', '손톱', '깔다', '자체', '빨다', '빨다', '안썻거든', '지금']",,발톱 무좀 에도 좋다 처럼 손톱 약하다 자주 부러지다 깨지다 분들 계시 진짜 써다 보다 양제 바르다 한두 방울 바르다 되다 진심 효과 쩔어요 손톱 깔다 자체 빨다 빨다 안썻거든 지금,1.0
𝙘𝙤𝙢.,"블라인드 이거 1인용 크씬 게임인데
  
  파티찾아서 하는 협동게임 하기 전에 한번 꼭 해보세요… 
  엔딩 여러개라 아직도 다 못봤는데 하나하나 띵작임 맛보기로 혼자 해보려다가 다른 엔딩 궁금해서 계속잡고있음 ㅋㅋ",889,0,813,"['블라인드', '인용', '크씬', '게임', '파티', '찾다', '협동', '게임', '한번', '해보다', '엔딩', '여러', '아직도', '보다', '하나', '하나', '띵작임', '맛보기', '혼자', '해보다', '다른', '엔딩', '궁금하다', '계속', '잡다']",,블라인드 인용 크씬 게임 파티 찾다 협동 게임 한번 해보다 엔딩 여러 아직도 보다 하나 하나 띵작임 맛보기 혼자 해보다 다른 엔딩 궁금하다 계속 잡다,1.0
𝙘𝙤𝙢.,"https://oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000130713…
  
  단돈 6,500원으로 이빨 하얗게 만들기 
  이거 개쩐다 진짜 담배피는사람들 닥치고 ㄱ",311,0,813,"['단돈', '이빨', '하얗다', '만들기', '쩐다', '진짜', '담배', '피다', '사람', '닥치고']",1,단돈 이빨 하얗다 만들기 쩐다 진짜 담배 피다 사람 닥치고,
𝙘𝙤𝙢.,아ㄹㅇ 요물이다.... 코팩해도 피지 진짜 안뿔려나와서 오일만썼는데 걍 녹아내리듯 흘러나옴... 면봉이나 바로 물로 절대 씻지말고 클리너로 쭉쭉.. 애기코하세여 +패드 4분할로 찢어서 겹겹이 올려주면 피지 쫙 뽑힘,378,0,813,"['요물', '코팩', '해도', '피지', '진짜', '안뿔려', '나오다', '오일만', '써다', '녹아내리다', '흘러나오다', '면봉', '이나', '바로', '절대', '씻다', '클리', '쭉쭉', '애기', '패드', '분할', '찢다', '겹겹이', '올려주다', '피지', '뽑히다']",1,요물 코팩 해도 피지 진짜 안뿔려 나오다 오일만 써다 녹아내리다 흘러나오다 면봉 이나 바로 절대 씻다 클리 쭉쭉 애기 패드 분할 찢다 겹겹이 올려주다 피지 뽑히다,
𝙘𝙤𝙢.,"이거 저번에 양세찬 보고 샀는데 
  계속 써봐야 알겠지만 ㅋㅋ 무튼 15분하고 나면 갸름해져있긴함 ㅇㅇ 근래에 산것중에 제일 베스트ㅎ 근데 15단계는 하지마라 진짜 벌칙게임 수준;; ㅈㄴ아픈만큼.. 효과는.. 있드라...",218,0,813,"['저번', '양세찬', '보고', '사다', '계속', '써다', '보다', '알다', '틀다', '분하다', '나다', '갸름하다', '근래', '사다', '제일', '베스트', '근데', '단계', '진짜', '벌칙', '게임', '수준', '아프다', '효과', '있드']",,저번 양세찬 보고 사다 계속 써다 보다 알다 틀다 분하다 나다 갸름하다 근래 사다 제일 베스트 근데 단계 진짜 벌칙 게임 수준 아프다 효과 있드,1.0
𝙘𝙤𝙢.,"변비 ㄹㅇ심해서 4~5일에 저거 한병씩 먹고 한달만에 3키로빠진것에 대하여,,..,어이가없네",293,0,813,"['변비', '심하다', '먹다', '만에', '빠지다', '대하', '어이', '없다']",,변비 심하다 먹다 만에 빠지다 대하 어이 없다,0.0
𝙘𝙤𝙢.,신기한게 브러쉬가 진짜 얇은데 내용물 충분히 묻어나와서 여러번 바를필요 없음 클렌징도 잘되서 데일리용으로 강추,90,0,813,"['신기하다', '브러쉬', '진짜', '얇다', '내용물', '충분하다', '묻다', '나오다', '여러', '바르다', '필요', '없다', '클렌징', '되다', '데일', '리용', '강추']",,신기하다 브러쉬 진짜 얇다 내용물 충분하다 묻다 나오다 여러 바르다 필요 없다 클렌징 되다 데일 리용 강추,1.0
𝙘𝙤𝙢.,"친구 생선해주고 세달만에 봤는데 ㄹㅇ 피부 탄력 개 쩔어져서 내꺼두 시켰는데 지금은 2월에 받을 수 있다네 할인해서 주문 폭주인ㅠㅠㅠ,,, 얘 진짜 불독살 살짝 있어서 별명 푸바오였는데 이제 부르지도 못함,,,",95,0,813,"['친구', '생선', '해주다', '만에', '보다', '피부', '탄력', '쩔다', '내다', '시키다', '지금', '받다', '할인', '주문', '폭주', '진짜', '불독', '살짝', '별명', '푸다', '바오', '이제', '부르다']",,친구 생선 해주다 만에 보다 피부 탄력 쩔다 내다 시키다 지금 받다 할인 주문 폭주 진짜 불독 살짝 별명 푸다 바오 이제 부르다,1.0
𝙘𝙤𝙢.,"여러분 올영 세일 오늘까지예요!!
  아직 아무것도 못 사셨다면 이 제품들을 추천드립니다
  (설명은 타래 참고)",51,0,813,"['여러분', '오늘', '예요', '아직', '아무', '사다', '제품', '추천', '드리다', '설명', '타래', '참고']",1,여러분 오늘 예요 아직 아무 사다 제품 추천 드리다 설명 타래 참고,
𝙘𝙤𝙢.,"https://lessential.co.kr/surl/P/217
  난 아줄렌 성분을 알아낸 이상 개큰매입을 멈출 수 없음... 다들 세안 꼼꼼히하고 깐달걀코어 ㄱㄱ",38,0,813,"['아줄렌', '성분', '알아내다', '이상', '크다', '매입', '멈추다', '없다', '들다', '세안', '꼼꼼하다', '깔다', '달걀', '코어']",1,아줄렌 성분 알아내다 이상 크다 매입 멈추다 없다 들다 세안 꼼꼼하다 깔다 달걀 코어,
𝙘𝙤𝙢.,이게 블랙헤드 빼는데 글케 좋담서요. 내가 써보고 후기 알려줌,24,0,813,"['블랙', '헤드', '빼다', '글케', '좋다', '서요', '써다', '보고', '후기', '알다']",1,블랙 헤드 빼다 글케 좋다 서요 써다 보고 후기 알다,
𝙘𝙤𝙢.,"에크린겔
  에크린겔 단독으론 효과 몰겠어서
  에크린겔+보툴샷 조합으로 써봄
  바하 성분이 들어있어서 블랙헤드 녹여주는데
  에크린겔(맨얼굴에 바름) > 보툴샷
  일주일 발라주니까 모공 찌꺼기 싸악 녹이고 쪼여줘서
  피부 매끈보들 애기궁둥이됨",10,0,813,"['에크린겔', '에크린겔', '단독', '으론', '효과', '몰다', '에크린겔보툴샷', '조합', '써다', '바하', '성분', '들다', '블랙', '헤드', '녹이다', '에크', '린겔', '얼굴', '바름', '보툴샷', '일주일', '바르다', '모공', '찌꺼기', '싸다', '쪼이다', '피부', '매끈', '애기', '궁둥이', '되다']",,에크린겔 에크린겔 단독 으론 효과 몰다 에크린겔보툴샷 조합 써다 바하 성분 들다 블랙 헤드 녹이다 에크 린겔 얼굴 바름 보툴샷 일주일 바르다 모공 찌꺼기 싸다 쪼이다 피부 매끈 애기 궁둥이 되다,1.0
𝙘𝙤𝙢.,"생리 2주 남았을 때 아픈 뒤에 약 먹는게 싫어서
  속는 셈 치고 피토틱스 옐로우 먹었는데
  찐으로 ㄹㅇ 생리통 없는 4일을 보냄..
  그냥 생리를 하네.. 이정도?
  10년동안 한 생리통이 아무 느낌 없이
  지나가니까 기분이 묘했음..",48,0,813,"['생리', '남다', '아프다', '먹다', '싫다', '늘다', '치고', '피토', '옐로우', '먹다', '찌다', '생리통', '없다', '보내다', '그냥', '생리', '이정', '동안', '생리통', '아무', '느낌', '없이', '지나가다', '기분']",1,생리 남다 아프다 먹다 싫다 늘다 치고 피토 옐로우 먹다 찌다 생리통 없다 보내다 그냥 생리 이정 동안 생리통 아무 느낌 없이 지나가다 기분,
𝙘𝙤𝙢.,"보툴샷
  모공 ㄱ박살낸 프라이머
  피부과 웅니들이 추천해준 보툴샷으로 돌려놓음
  레이저랑 똑같은 역할인 미세침이 들어있거서
  이거 바르고자면 알아서 모공공사 개꿀핑
  모공도 쪼아주는데 각질도 없애줘서
  도우인 피부가 되.",9,0,813,"['보툴샷', '모공', '박살', '내다', '프라이머', '피부', '웅니들', '추천', '해주다', '보툴샷', '돌리다', '레이저', '똑같다', '역할', '미세', '들다', '바르다', '알다', '모공', '공사', '개꿀핑', '모공', '주다', '각질', '없애다', '도우', '피부', '되다']",,보툴샷 모공 박살 내다 프라이머 피부 웅니들 추천 해주다 보툴샷 돌리다 레이저 똑같다 역할 미세 들다 바르다 알다 모공 공사 개꿀핑 모공 주다 각질 없애다 도우 피부 되다,1.0
𝙘𝙤𝙢.,"여태껏 프로틴음료가 안맞는줄 알았던 1인,,
  프로틴 마시면 맨날 배아프던데
  친구가 동물성이면 그럴수있대서 식물성으로 마셔봄 근데 처음으로 배가 안 아팠음 쨋든 프로틴이라 맛은 기대안했는데 고소해서 ㄱㅊ
  지금 gs에서 원뿔원이니까 다들 쟁여두라구",27,0,813,"['여태껏', '프로', '음료', '맞다', '알다', '프로', '말다', '맨날', '아프다', '친구', '동물성', '그렇다', '대서', '식물성', '마시다', '근데', '처음', '아프다', '프로', '이라', '대안', '고소하다', '지금', '원뿔', '이니까', '들다', '두르다']",1,여태껏 프로 음료 맞다 알다 프로 말다 맨날 아프다 친구 동물성 그렇다 대서 식물성 마시다 근데 처음 아프다 프로 이라 대안 고소하다 지금 원뿔 이니까 들다 두르다,
𝙘𝙤𝙢.,"ㅁㅊ 이거 선착순으로 주는거고 1개 사면 랜덤세트 하나 주고 2개이상 구매하면 a,b 세트 둘다 준대....그래서 걍 둘다 받아옴 
  
  A세트 : 설윤, 릴리, 지우 
  B세트 : 해원, 배이, 규진 https://pic.x.com/ymaq8LUnL1",37,0,813,"['선착순', '주다', '사면', '랜덤', '세트', '하나', '주다', '이상', '구매', '세트', '두다', '주다', '그래서', '두다', '받다', '세트', '설윤', '릴리', '지우', '세트', '해원', '배다', '규진']",1,선착순 주다 사면 랜덤 세트 하나 주다 이상 구매 세트 두다 주다 그래서 두다 받다 세트 설윤 릴리 지우 세트 해원 배다 규진,
𝙘𝙤𝙢.,스와니코코 타래에서 퍼프말고 손으로 바르는게 찐이라해서 해봤는데 진짜 손으로 펴바르는게 피부 표현 오짐...광이 더 잘 올라온달까? 기름 진짜 싹 잡아주고 피부에서 광이나요 암튼 이거 쓰고 유분이 두렵지 않아졌음 여름에 ㅈㄴ잘쓸게요,27,0,813,"['니코', '타래', '퍼프', '말고', '바르다', '찌다', '해봤다', '진짜', '펴다', '바르다', '피부', '표현', '짐광', '자다', '올라오다', '달다', '기름', '진짜', '잡다', '피부', '이나', '암튼', '쓰다', '두렵다', '않다', '여름', '잘쓰다']",,니코 타래 퍼프 말고 바르다 찌다 해봤다 진짜 펴다 바르다 피부 표현 짐광 자다 올라오다 달다 기름 진짜 잡다 피부 이나 암튼 쓰다 두렵다 않다 여름 잘쓰다,1.0
𝙘𝙤𝙢.,"보툴샷+에크린겔 
  모공 숨긴다고 되는게 아녔음
  프라이머가 넓혀놓은 모공 보툴샷으로 좁힘
  모공 평수 트리마제에서 원룸됨 ㄷㄷ
  에크린겔까지 발라주면 블랙헤드랑도 손절개꿀",6,0,813,"['보툴샷에크린겔', '모공', '숨다', '되다', '아니다', '프라이머', '넓히다', '모공', '보툴샷', '좁히다', '모공', '평수', '트리', '마제', '원룸', '되다', '에크린겔', '바르다', '블랙', '헤드', '절개']",1,보툴샷에크린겔 모공 숨다 되다 아니다 프라이머 넓히다 모공 보툴샷 좁히다 모공 평수 트리 마제 원룸 되다 에크린겔 바르다 블랙 헤드 절개,
𝙘𝙤𝙢.,"2. 웰라쥬 리얼 히알루로닉 100 크림
  요즘 수면팩으로 쓰는데 속건조 싹 잡히고 피부가 부들부들해짐!!
  원플원할때 사서 하나는 냉장고에 두고 쓰는거 추천합니다",2,0,813,"['웰라쥬', '리얼', '히알루로닉', '크림', '요즘', '수면', '쓰다', '건조', '잡히다', '피부', '부들부들하다', '원하다', '사서', '하나', '냉장고', '두다', '쓰다', '추천']",1,웰라쥬 리얼 히알루로닉 크림 요즘 수면 쓰다 건조 잡히다 피부 부들부들하다 원하다 사서 하나 냉장고 두다 쓰다 추천,
𝙘𝙤𝙢.,탄산토닉은 두피 열감 최단속도로 낮춰주는 쿨링제품인데 지금 품절이고... 새치샴푸는 재고가 조금 남아있더라구요. 유통기한도 5개월남짓 있어서 충분히 쓸만 한 기한이에요. 엄빠가 굉장히 만족하시면서 쓰고있다는...,5,0,813,"['탄산', '토닉', '두피', '최단', '속도', '낮추다', '쿨링', '제품', '지금', '품절', '새치', '샴푸', '재고', '조금', '남다', '유통', '기한', '월남', '충분하다', '쓸다', '기한', '이에요', '엄빠', '굉장하다', '만족하다', '쓰다']",,탄산 토닉 두피 최단 속도 낮추다 쿨링 제품 지금 품절 새치 샴푸 재고 조금 남다 유통 기한 월남 충분하다 쓸다 기한 이에요 엄빠 굉장하다 만족하다 쓰다,1.0
