계정 이름,트윗 내용,리포스트 수,답글 제한 여부,작성한 포스트 수,전처리된 트윗,라벨링,전처리된 트윗_문자열,예측된_라벨링,0,1,ID
얌지,"[오피셜] 애플 아이폰 드디어 공식 통화녹음 지원
단, 15pro 이상부터 지원 가능.
16 존버 했는데 그냥 kt 밀리의서재 알뜰폰 요금제로 저렴하게
자급제폰 구매해야되나 고민중..
https://ktmmobile.com/event/eventDetail.do?ntcartSeq=1435&sbstCtg=E&eventBranch=E&utm_source=twitter&utm_medium=twitter_ppl&utm_campaign=2406_01…",19,0,232,"['오피', '애플', '아이폰', '드디어', '공식', '통화', '녹음', '지원', '이상', '지원', '가능', '존버', '그냥', '밀리', '서재', '알뜰폰', '요금', '제로', '저렴하다', '자급', '구매', '고민']",1,오피 애플 아이폰 드디어 공식 통화 녹음 지원 이상 지원 가능 존버 그냥 밀리 서재 알뜰폰 요금 제로 저렴하다 자급 구매 고민,,939,939,@ha7l10
얌지,"여행 가서 싸우는 이유 진짜 많겠지만
나는 맛집 관련이 제일 중요하다고 생각함…
먹기 위해 가는 사람과 안 먹어도 되는 사람 사이 넘사벽이 있음
여행 성향 케미 테스트 
https://banggooso.com/gl/222/",7,0,232,"['여행', '가다', '싸우다', '이유', '진짜', '많다', '맛집', '관련', '제일', '중요하다', '생각', '먹기', '위해', '가다', '사람과', '먹다', '되다', '사람', '사이', '넘사벽', '여행', '성향', '케미', '테스트']",1,여행 가다 싸우다 이유 진짜 많다 맛집 관련 제일 중요하다 생각 먹기 위해 가다 사람과 먹다 되다 사람 사이 넘사벽 여행 성향 케미 테스트,1,939,939,@ha7l10
얌지,"주변사람들 곤란하게하고 즐기는 사람들
이거 보면 환장한다;ㅋㅋ 친구들한테 뿌렸는데 지들이 더 괴로워함ㅋㅋㅋㅋ
내가 2n년간 원하던 개병맛게임ㅠ
https://metavv.com/ko/custom/create/10890030…",3,0,232,"['주변', '사람', '곤란하다', '즐기다', '사람', '보다', '환장하다', '친구', '한테', '뿌리다', '지다', '들이다', '괴롭다', '원하다', '병맛', '게임']",1,주변 사람 곤란하다 즐기다 사람 보다 환장하다 친구 한테 뿌리다 지다 들이다 괴롭다 원하다 병맛 게임,1,939,939,@ha7l10
얌지,"아니 티켓이 중요한게 아니라 선스틱을 올영 세일의 반도 안되는 가격으로 팔고있잖아요 지금
이거보고 너무 억울해서 알리 다시 깔았음",305,0,232,"['아니다', '티켓', '중요하다', '아니다', '스틱', '반도', '안되다', '가격', '팔고', '지금', '보고', '너무', '억울하다', '알리', '다시', '깔다']",0,아니다 티켓 중요하다 아니다 스틱 반도 안되다 가격 팔고 지금 보고 너무 억울하다 알리 다시 깔다,0,939,939,@ha7l10
소봄,#RT이벤트 + FOLLOW 하신 한 분께 더툴랩 스탬프 스킨핏 쿠션 글로우 19 포슬린을 보내드려요.. 제품력이 마음에 들어서 제발 써보셨으면 바램으로 알티 이벤트를 진행하고자 합니다! 추석지나고 당발하겠습니다. 택배는 당첨자 부담입니다! ( #제품제공 + 새상품 + 단순개봉 ) https://x.com/sobom_cos/stat/sobom_cos/status/1834251326555148502…,182,0,"5,107","['더툴랩', '스탬프', '스킨', '쿠션', '로우', '포슬린', '보내다', '드리다', '제품', '마음', '들어서다', '제발', '써다', '보다', '바램', '알티', '이벤트', '진행', '추석', '지나다', '택배', '당첨', '부담', '상품', '단순', '개봉', '#RT이벤트', '#제품제공']",0,더툴랩 스탬프 스킨 쿠션 로우 포슬린 보내다 드리다 제품 마음 들어서다 제발 써다 보다 바램 알티 이벤트 진행 추석 지나다 택배 당첨 부담 상품 단순 개봉 #RT이벤트 #제품제공,0,,,@sobom_cos
세새,"무신사 뷰티페스타 지대 뽕뽑는법



총 118,038원 할인받아서 

18만원 대인데 6만원 대에 삼



타래로 주욱 보세요",969,0,732,"['물다', '뷰티', '페스', '지대', '뽑다', '\r\r', '할인', '받다', '만원', '대다', '만원', '대다', '\r\r', '타래', '주욱', '보다']",1,물다 뷰티 페스 지대 뽑다 할인 받다 만원 대다 만원 대다 타래 주욱 보다,,939,939,@meowww_111
설,"화장품이랑 악마의 거래 한 여자의
(대충영혼팔앗다는뜻)
여름대비 짱짱한 
올리브영 올영세일 추천템 타래 시작합니다",11000,0,"8,609","['화장품', '이랑', '악마', '거래', '여자', '대충', '영혼', '파다', '여름', '대비', '짱짱하다', '올리브영', '추천', '타래', '시작']",1,화장품 이랑 악마 거래 여자 대충 영혼 파다 여름 대비 짱짱하다 올리브영 추천 타래 시작,1,939,939,@__sulhyang
설,"지성/수부지 피부인데
파우더만 하면 몇시간 뒤에 화장 뜬다 하시는 분들을 위해 (과거의 나)
중간중간 파우더만 해주면
석식까지 먹고와도 멀쩡한 베이스 공유합니다
(개인차 있을 수 있음)

타래로",1400,0,"8,609","['지성수', '부지', '피부', '파우더', '시간', '화장', '뜨다', '위해', '과거', '중간', '중간', '파우더', '해주다', '석식', '먹다', '멀쩡하다', '베이스', '공유', '개인', '타래']",1,지성수 부지 피부 파우더 시간 화장 뜨다 위해 과거 중간 중간 파우더 해주다 석식 먹다 멀쩡하다 베이스 공유 개인 타래,1,939,939,@__sulhyang
설,"여름대비 짱짱이라고 했죠?
아찹다와차다와진짜차다앗추워
얼굴 얼음장으로 만들어야한다?
얼굴 열감 너무 심해서 얼굴 위에서 계란후라이 쌉가능이다?

셀퓨전씨만이당신의구원자입니다
(논바이럴)
둘다 냉장고 넣어놓으시면
카이가 있는 곳엔 공기가 2도 정도 차다< 가능
참고로마스크팩이더차가워용",995,0,"8,609","['여름', '대비', '짱짱', '이라고', '차다', '차다', '진짜', '차다', '춥다', '얼굴', '얼음장', '만들다', '야하다', '얼굴', '너무', '심하다', '얼굴', '계란후라이', '싸다', '가능', '퓨전', '만이', '당신', '구원', '바이럴', '두다', '냉장고', '넣다', '카이', '공기', '정도', '차다', '가능', '참고', '마스크', '차갑다']",1,여름 대비 짱짱 이라고 차다 차다 진짜 차다 춥다 얼굴 얼음장 만들다 야하다 얼굴 너무 심하다 얼굴 계란후라이 싸다 가능 퓨전 만이 당신 구원 바이럴 두다 냉장고 넣다 카이 공기 정도 차다 가능 참고 마스크 차갑다,1,939,939,@__sulhyang
설,"베이스 파데 하나 쿠션하나 준비햇습니다

지속력개미친파데
여름필수파데
: vdl 
호수도 다양해서 선택 폭 되게 넓어요

화사하고 색 예쁜데
여름용 세미매트 쿠션
: 네이밍
개인적으로 건성보다는 지성~지복합까지 추천",861,0,"8,609","['베이스', '파다', '하나', '쿠션', '하나', '준비', '햇습니', '속력', '미치다', '파다', '여름', '필수', '파다', '호수', '다양하다', '선택', '되게', '넓다', '화사하다', '예쁘다', '여름', '세미', '매트', '쿠션', '개인', '건성', '보다는', '복합', '추천']",1,베이스 파다 하나 쿠션 하나 준비 햇습니 속력 미치다 파다 여름 필수 파다 호수 다양하다 선택 되게 넓다 화사하다 예쁘다 여름 세미 매트 쿠션 개인 건성 보다는 복합 추천,1,939,939,@__sulhyang
설,"앗! 단골템 등장
솔직히 더 말할게 있나요?
형원선배 얼굴만 보고 사도 됨
근데 진짜 수부지는 고민도 말고 구매하시고요
수분 채워야한다? 그냥 사세요
그냥진짜개좋음 4통째 쓰고 있음
질리지도 않아요 제발 쓰세요
간증템. 앰플의 권위자",827,0,"8,609","['단골', '등장', '솔직하다', '선배', '얼굴', '보고', '사도', '되다', '근데', '진짜', '부지', '고민', '말고', '구매', '수분', '채우다', '야하다', '그냥', '사다', '그냥', '진짜', '좋다', '통째', '쓰다', '질리다', '않다', '제발', '쓸다', '간증', '앰플', '권위자']",1,단골 등장 솔직하다 선배 얼굴 보고 사도 되다 근데 진짜 부지 고민 말고 구매 수분 채우다 야하다 그냥 사다 그냥 진짜 좋다 통째 쓰다 질리다 않다 제발 쓸다 간증 앰플 권위자,1,939,939,@__sulhyang
설,"참고로 저는 가닥 속눈썹 광인인데요

1 요거는 진짜 많아서 자주자주 써요
데일리로 3개정도 붙이면 적당함

2 이건 트친누나가 주셔서 써봤는데
위 아래 둘다 활용도 높아서 좋음

3 이거는 잘라서 가닥속눈썹으로 쓰시는걸 추천해요
샵에서 해준 것 같음

4 사진찍을때 눈 앞머리에 발라주세요",291,0,"8,609","['참고', '가닥', '속눈썹', '진짜', '많다', '자주자주', '써다', '일리', '개정', '붙이', '적당하다', '이건', '트친', '누나', '주다', '써다', '보다', '아래', '두다', '활용', '높다', '좋다', '자르다', '가닥', '속눈썹', '쓸다', '추천', '해주다', '같다', '사진', '앞머리', '바르다']",1,참고 가닥 속눈썹 진짜 많다 자주자주 써다 일리 개정 붙이 적당하다 이건 트친 누나 주다 써다 보다 아래 두다 활용 높다 좋다 자르다 가닥 속눈썹 쓸다 추천 해주다 같다 사진 앞머리 바르다,1,939,939,@__sulhyang
설,"앗! 단골템 등장 2
더보이* 선우가 모델하자마자
포카받으려고 샀던 이 패드
이제 마데카소사이드 이거 없으면 못 살아요
사실 거즈면이 너무 좋아서
이제 다른 패드 잘 못 씀
진짜
진짜좋음
이영광을김선우에게
부동의 최애 패드",393,0,"8,609","['단골', '등장', '더보', '선우', '모델', '자마자', '포카', '받다', '사다', '패드', '이제', '데카', '사이드', '없다', '살다', '사실', '거즈', '너무', '좋다', '이제', '다른', '패드', '자다', '쓰다', '진짜', '진짜', '좋다', '이영광', '김선우', '에게', '부동', '최애', '패드']",1,단골 등장 더보 선우 모델 자마자 포카 받다 사다 패드 이제 데카 사이드 없다 살다 사실 거즈 너무 좋다 이제 다른 패드 자다 쓰다 진짜 진짜 좋다 이영광 김선우 에게 부동 최애 패드,1,939,939,@__sulhyang
설,"앤나
입술각질제거타임~
밤에 화장전에
사용하시면 됩니다
보들보들 입술이 되
에뛰드는 많이 찐득거리니까
손 말고 립 브러쉬러 바르세요
닦을땐 클렌징워터로!",286,0,"8,609","['입술', '각질', '제거', '타임', '화장', '사용', '되다', '보들보들', '입술', '되다', '에뛰드', '많이', '찐득거리다', '말고', '브러쉬', '바르다', '닦다', '클렌징워터']",1,입술 각질 제거 타임 화장 사용 되다 보들보들 입술 되다 에뛰드 많이 찐득거리다 말고 브러쉬 바르다 닦다 클렌징워터,1,939,939,@__sulhyang
설,"그렇게 그렇게 찾아 헤매었던
완전 생 화이트 무펄 하라..
다이소에 있었습니다
심지어 3천원…..이거 ㅁㅊ거야 말도안되
다이소 짱..

미팩토리오일쏙쏙어쩌구화이트색상입니다",2800,0,"8,609","['그렇게', '그렇게', '찾다', '헤매다', '완전', '화이트', '무펄', '하라', '다이소', '심지어', '천원', '거야', '안되다', '다이소', '밉다', '팩토리', '쏙쏙', '화이트', '색상']",0,그렇게 그렇게 찾다 헤매다 완전 화이트 무펄 하라 다이소 심지어 천원 거야 안되다 다이소 밉다 팩토리 쏙쏙 화이트 색상,0,939,939,@__sulhyang
설,"올리브영 올영 세일 기념
화장품에진심인소녀의
얼굴걸고하는 추천템 타래
(얼굴걸고하는장사는진짜인거아시죠
바이럴일시신남성연대에기부)
보시면 아시겠다만
퍼컬은 여쿨-겨쿨 화이티쉬톤이고요
수부지 13-15호입니다 !!",1800,0,"8,609","['올리브영', '기념', '화장품', '진심', '소녀', '얼굴', '걸다', '추천', '타래', '얼굴', '걸다', '장사', '진짜', '인거', '아시', '바이럴', '시신', '남성연대', '기부', '보시', '알다', '퍼컬', '쿨겨쿨', '화이', '티쉬톤', '고요', '부지']",0,올리브영 기념 화장품 진심 소녀 얼굴 걸다 추천 타래 얼굴 걸다 장사 진짜 인거 아시 바이럴 시신 남성연대 기부 보시 알다 퍼컬 쿨겨쿨 화이 티쉬톤 고요 부지,,939,939,@__sulhyang
설,"세상에…
이렇게 웜쿨 안타고 예쁜 베이스립 처음 봄
진짜 맑고 예뻐요",821,0,"8,609","['세상', '이렇게', '웜쿨', '안타', '예쁘다', '베이스', '처음', '진짜', '맑다', '예쁘다']",0,세상 이렇게 웜쿨 안타 예쁘다 베이스 처음 진짜 맑다 예쁘다,0,939,939,@__sulhyang
설,"정리가끝나지않음
영원히",546,0,"8,609","['정리', '끝나다', '않다', '영원하다']",0,정리 끝나다 않다 영원하다,0,939,939,@__sulhyang
설,"What’s in my pouch
왓츠인마이파우치 여고딩버전
실제로 매일 들고다니는 파우치예요",647,0,"8,609","['왓츠', '마이', '파우치', '고딩', '버전', '실제', '매일', '들다', '다니다', '파우치', '예요']",0,왓츠 마이 파우치 고딩 버전 실제 매일 들다 다니다 파우치 예요,0,939,939,@__sulhyang
설,"아니 소미 글맆 하이라이터 이게 뭐야?
진짜 떨어트린적도 없고
손도 안댔는데
첫 개봉해본다고 여니까 
F부분 통으로 박살나있음
진짜너무속상함
내구성 에반데……..이거어떡해",1800,0,"8,609","['아니다', '밉다', '글맆', '하이', '라이터', '진짜', '떨다', '트린', '없다', '대다', '개봉', '해보다', '니까', '부분', '박살', '진짜', '너무', '속상하다', '구성', '데이', '어떡하다']",0,아니다 밉다 글맆 하이 라이터 진짜 떨다 트린 없다 대다 개봉 해보다 니까 부분 박살 진짜 너무 속상하다 구성 데이 어떡하다,,939,939,@__sulhyang
설,"레이 블러셔 정보 (확실x) (영상으로 추측)

팻 맥그라스 랩
- 스킨페티시 디바인 블러셔 디바인 로즈 핑크

에뛰드 하트팝 블러셔
- 스퀴즈 베리",641,0,"8,609","['레이', '블러셔', '정보', '확실', '영상', '추측', '그라스', '스킨', '페티시', '디바인', '블러셔', '디바인', '핑크', '에뛰드', '하트', '블러셔', '퀴즈', '베리']",0,레이 블러셔 정보 확실 영상 추측 그라스 스킨 페티시 디바인 블러셔 디바인 핑크 에뛰드 하트 블러셔 퀴즈 베리,,939,939,@__sulhyang
설,"와 츄 진짜미친놈
색감 진짜 잘 안잡히는데
이거 실물이랑 똑같은데
글리터도 더 많고
너무 부드럽게 발리고
진짜너무예뻐서
다섯여섯개씩쟁이고싶음",653,0,"8,609","['오다', '진짜', '미치다', '색감', '진짜', '자다', '잡히다', '실물', '이랑', '똑같다', '글리터', '많다', '너무', '부드럽다', '발리', '진짜', '너무', '예쁘다', '다섯', '여섯', '싶다']",0,오다 진짜 미치다 색감 진짜 자다 잡히다 실물 이랑 똑같다 글리터 많다 너무 부드럽다 발리 진짜 너무 예쁘다 다섯 여섯 싶다,0,939,939,@__sulhyang
설,"이건 입술주름 싹 펴주는 미친아이입니다
특히 라이트톤 페일톤 화이티쉬톤 분들은
입술을 약간 하얗게 만들어주기때문에
아주 강추드리고요
아니더라도 좋아요
진짜 입술 주름이 0.03초만에 펴짐",579,0,"8,609","['이건', '입술', '주름', '펴다', '미치다', '특히', '라이트', '페일', '화이', '티쉬톤', '입술', '약간', '하얗다', '만들다', '때문', '아주', '강추', '드리다', '아니다', '좋다', '진짜', '입술', '주름', '만에', '펴다']",0,이건 입술 주름 펴다 미치다 특히 라이트 페일 화이 티쉬톤 입술 약간 하얗다 만들다 때문 아주 강추 드리다 아니다 좋다 진짜 입술 주름 만에 펴다,0,939,939,@__sulhyang
설,"이아름다운피치핑크블러셔가보이시나요
(영상캡쳐라화질이구리네요ㅈㅅ해요)
브들 바운싱피치 입니다 !!!!!!!
바르면 친구들이 어디거냐고 맨날 물어봄
거의 일주일 내내 쓰는것 같아요",343,0,"8,609","['이아름', '다운', '피치', '핑크', '블러', '보이시', '영상', '캡쳐', '화질', '구리다', '브들', '바운싱', '피치', '바르다', '친구', '어디', '맨날', '물어보다', '거의', '일주일', '내내', '쓰다', '같다']",0,이아름 다운 피치 핑크 블러 보이시 영상 캡쳐 화질 구리다 브들 바운싱 피치 바르다 친구 어디 맨날 물어보다 거의 일주일 내내 쓰다 같다,,939,939,@__sulhyang
설,"삐아가일냇다고요
무지막지하게이쁘다고요
(답글에 바른 사진 올려놓을게요
얼굴다나오니까주의!!!!)",386,0,"8,609","['가일', '고요', '무지막지', '이쁘다', '답글', '바르다', '사진', '올려놓다', '얼굴', '다나', '니까', '주의']",0,가일 고요 무지막지 이쁘다 답글 바르다 사진 올려놓다 얼굴 다나 니까 주의,,939,939,@__sulhyang
설,"단골템 하나 더 갈게요
쉐딩은 에뛰드
에뛰드 하면 쉐딩
3호 재조명
제발
웜톤이든쿨톤이든봄웜여쿨갈웜겨쿨 다
쿨쉐딩<<<<으로 사셔야해요
진짜 그림자색이니까 짘자로
재조명 사세요",455,0,"8,609","['단골', '하나', '갈다', '쉐딩', '에뛰드', '에뛰드', '쉐딩', '조명', '제발', '웜톤', '이든', '쿨톤', '이든', '웜여쿨갈웜', '겨쿨', '쿨쉐딩', '사다', '야하다', '진짜', '그림', '자색', '이니까', '짘자', '조명', '사다']",0,단골 하나 갈다 쉐딩 에뛰드 에뛰드 쉐딩 조명 제발 웜톤 이든 쿨톤 이든 웜여쿨갈웜 겨쿨 쿨쉐딩 사다 야하다 진짜 그림 자색 이니까 짘자 조명 사다,0,939,939,@__sulhyang
설,"지속력의 권위자
어반디케이. 그가왔다
근데 솔직히 어반디케이는 쿠팡이 더 싸요
어쨌든
베이스 바르는 퍼프에!! 픽서 뿌려주고 베이스 바르면 ㅁㅊ놈임
비싸긴 한데 진짜 돈 값 하니까 하나는 들이시길",566,0,"8,609","['지속', '권위자', '디케이', '오다', '근데', '솔직하다', '디케이', '쿠팡', '싸다', '어쨌든', '베이스', '바르다', '퍼프', '뿌리다', '베이스', '바르다', '놈임', '비싸다', '한데', '진짜', '하나', '들이다']",0,지속 권위자 디케이 오다 근데 솔직하다 디케이 쿠팡 싸다 어쨌든 베이스 바르다 퍼프 뿌리다 베이스 바르다 놈임 비싸다 한데 진짜 하나 들이다,,939,939,@__sulhyang
설,"연한 라이너 / 일반 아이라이너 인데요
저는 가끔에 여름에 아라 진하게 그리면
답답한 것 같아서
클린걸에스테틱느낌으로 연한 라이너를 쓸 때가 있어요
그때 컬러그램 애용하고요

릴바레 서바이벌은 진짜 안날아가요
지속력이 너무 좋아서 여름용으로 추천이예요",432,0,"8,609","['연한', '라이너', '일반', '아이라이너', '가끔', '여름', '아라', '진하다', '그리다', '답답하다', '같다', '클린', '에스테', '느낌', '연한', '라이너', '쓸다', '그때', '컬러', '그램', '애용', '릴바레', '서바이벌', '진짜', '날아가다', '지속', '너무', '좋다', '여름', '추천', '예요']",0,연한 라이너 일반 아이라이너 가끔 여름 아라 진하다 그리다 답답하다 같다 클린 에스테 느낌 연한 라이너 쓸다 그때 컬러 그램 애용 릴바레 서바이벌 진짜 날아가다 지속 너무 좋다 여름 추천 예요,,939,939,@__sulhyang
설,"제가 쓰는 아이들이구요
팡팡퍼프 진짜 좋아요
여기다 픽서 뿌리고 베이스 바르면 됨

파우더 바를때는 전 항상 이 삼각퍼프 써요
요철까지 싹 덮어줍니다 최고",306,0,"8,609","['쓰다', '아이', '들이다', '팡팡퍼프', '진짜', '좋다', '여기', '뿌리', '베이스', '바르다', '되다', '파우더', '바르다', '항상', '삼각', '퍼프', '써다', '요철', '덮다', '줍다', '최고']",0,쓰다 아이 들이다 팡팡퍼프 진짜 좋다 여기 뿌리 베이스 바르다 되다 파우더 바르다 항상 삼각 퍼프 써다 요철 덮다 줍다 최고,0,939,939,@__sulhyang
설,"아이프라이머/프라이머입니다

아이프라이머는 눈화장 자주 번지시는분들께
진짜 강추 드려요
고정력 진짜 높아져요
발색력도 올라가서 조음

솔직히 바코 프라이머 좋은거 다 아실테고
키티니까
삽시다",282,0,"8,609","['아이', '프라이머', '프라이머', '아이', '프라이머', '눈화장', '자주', '지시', '진짜', '강추', '드리다', '고정력', '진짜', '높아지다', '색력', '올라가다', '조음', '솔직하다', '바코', '프라이머', '좋다', '알다', '키티', '니까', '사다']",0,아이 프라이머 프라이머 아이 프라이머 눈화장 자주 지시 진짜 강추 드리다 고정력 진짜 높아지다 색력 올라가다 조음 솔직하다 바코 프라이머 좋다 알다 키티 니까 사다,0,939,939,@__sulhyang
설,"아 삐아선생님들 진짜 ㅋㅋㅋㅋㅋㅋㅋ
시딩키트 대박이네예,,",115,0,"8,609","['선생님', '진짜', '키트', '대박', '이네']",0,선생님 진짜 키트 대박 이네,0,939,939,@__sulhyang
삶의질 상승,"제가 평소에 소개하는 좋은 물건을 구매하고 싶으신 분들은 아래 링크를 참고해주세요!


'삶의 질 상승' 추천 물건
http://link.inpock.co.kr/upgrade_mylife


구매하더라도 후회없는 물건들만 모아놨어요!


계정을 운영하는데 큰 힘이 됩니다 감사합니다 :) 


하이라이트 탭에도 글 많이 있으니 참고해주세요!",5,0,1.2만,"['평소', '소개', '좋다', '물건', '구매', '하고', '싶다', '아래', '링크', '참고', '해주다', '상승', '추천', '물건', '구매', '후회', '없다', '물건', '모으다', '계정', '운영', '크다', '되다', '감사하다', '하이라이트', '에도', '많이', '참고', '해주다']",1,평소 소개 좋다 물건 구매 하고 싶다 아래 링크 참고 해주다 상승 추천 물건 구매 후회 없다 물건 모으다 계정 운영 크다 되다 감사하다 하이라이트 에도 많이 참고 해주다,1,939,939,@Upgrade_MyLife
삶의질 상승,"거부감이 없으면서 향기롭고 마음을 편하게 만들어 주는 향으로


'교보문고 냄새', '교보문고 책냄새' 라고 불리는 교보문고 시그니처 향인


'The Scent of Page'
를 추천",23000,0,1.2만,"['거부', '없다', '향기', '롭고', '마음', '편하다', '만들다', '주다', '교보', '문고', '냄새', '교보', '문고', '냄새', '불리다', '교보', '문고', '추천']",1,거부 없다 향기 롭고 마음 편하다 만들다 주다 교보 문고 냄새 교보 문고 냄새 불리다 교보 문고 추천,1,939,939,@Upgrade_MyLife
삶의질 상승,"발 볼이 넓어 운동화를 구매하는 것이 힘든 분들께


- 아식스
- 호카 오네오네
- 미즈노
- 뉴발란스
- 브룩스


등의
브랜드의 운동화를 추천합니다.


해당 브랜드들은 국내에 유통되는 브랜드 중 신발 발볼 사이즈가 따로 나와 발볼 너비에 맞는 신발을 고를 수 있는 브랜드입니다.",13000,0,1.2만,"['넓다', '운동화', '구매', '힘드다', '아식스', '호카', '네오', '미즈노', '뉴발란스', '브룩스', '브랜드', '운동화', '추천', '해당', '브랜드', '국내', '유통', '되다', '브랜드', '신발', '발볼', '사이즈', '따로', '나오다', '발볼', '너비', '맞다', '신발', '고르다', '브랜드']",1,넓다 운동화 구매 힘드다 아식스 호카 네오 미즈노 뉴발란스 브룩스 브랜드 운동화 추천 해당 브랜드 국내 유통 되다 브랜드 신발 발볼 사이즈 따로 나오다 발볼 너비 맞다 신발 고르다 브랜드,1,939,939,@Upgrade_MyLife
삶의질 상승,"갑자기 컴퓨터가 많이 느려졌다면
블루앤라이브(BLUEnLIVE) 님의 '구라제거기' 프로그램을 추천합니다.


PC뱅킹프로그램이나 키보드 보안 프로그램 같은 컴퓨터를 느려지게 만드는 프로그램들을 한번에 제거 할 수 있게 해줍니다.


사용방법 및 다운로드 링크 : https://teus.me/721",13000,0,1.2만,"['갑자기', '컴퓨터', '많이', '느리다', '블루', '라이브', '구라', '거기', '프로그램', '추천', '뱅킹', '프로그램', '이나', '보드', '보안', '프로그램', '같다', '컴퓨터', '느리다', '만들다', '프로그램', '한번', '제거', '해주다', '사용', '방법', '다운로드', '링크']",1,갑자기 컴퓨터 많이 느리다 블루 라이브 구라 거기 프로그램 추천 뱅킹 프로그램 이나 보드 보안 프로그램 같다 컴퓨터 느리다 만들다 프로그램 한번 제거 해주다 사용 방법 다운로드 링크,1,939,939,@Upgrade_MyLife
삶의질 상승,"집에서 나오는 바퀴벌레를 제거하는데


'맥스포스 셀렉트 이지겔'을 추천


해충 잡는 회사 세스코에서 사용했던 그 살충제가 맞습니다.


약에 대한 내성이 전혀 없고 바퀴벌레를 전혀 볼 수 없게 만들어주는 마법같은 바퀴 살충제이다.",15000,0,1.2만,"['나오다', '바퀴벌레', '제거', '맥스', '포스', '셀렉', '추천', '해충', '잡다', '회사', '세스코', '사용', '살충제', '맞다', '대한', '전혀', '없다', '바퀴벌레', '전혀', '없다', '만들다', '마법', '같다', '바퀴', '살충제']",1,나오다 바퀴벌레 제거 맥스 포스 셀렉 추천 해충 잡다 회사 세스코 사용 살충제 맞다 대한 전혀 없다 바퀴벌레 전혀 없다 만들다 마법 같다 바퀴 살충제,1,939,939,@Upgrade_MyLife
삶의질 상승,"신학기를 맞이하여 많은 기업이나 단체에서 굿노트 속지 양식을 무료로 배포하고 있습니다.


굿노트 뿐만 아니라 다양한 노트앱(노타빌리티, 노트쉘프, 삼성노트, 플렉슬 등등..)에서 사용 가능합니다.


타래를 통해 무료 배포되고 있는 노트 속지 및 스티커 양식들을 소개 시켜 드리겠습니다.",14000,0,1.2만,"['학기', '맞이', '많다', '기업', '이나', '단체', '노트', '속지', '양식', '무료', '배포', '하고', '노트', '아니다', '다양하다', '노트', '앱노타', '빌리다', '노트', '쉘프', '삼성', '노트', '플렉슬', '등등', '사용', '가능하다', '타래', '통해', '무료', '배포', '되다', '노트', '속지', '스티커', '양식', '소개', '시키다', '드리다']",1,학기 맞이 많다 기업 이나 단체 노트 속지 양식 무료 배포 하고 노트 아니다 다양하다 노트 앱노타 빌리다 노트 쉘프 삼성 노트 플렉슬 등등 사용 가능하다 타래 통해 무료 배포 되다 노트 속지 스티커 양식 소개 시키다 드리다,,939,939,@Upgrade_MyLife
삶의질 상승,"디시인사이드 러닝갤러리에서 브랜드별 러닝화 라인업을 한 눈에 볼 수 있게 잘 정리를 해두었네요!


러닝화 고르실 때 많은 도움이 될 것이라고 생각합니다.


저도 여기 나와있는 러닝화 몇 개 가지고 있는데 잘 분류한 것 같다고 느껴요!


출처 : https://gall.dcinside.com/mgallery/board/view/?id=running&no=372009…",5100,0,1.2만,"['디시인사이드', '러닝', '갤러리', '브랜드', '러닝', '라인업', '자다', '정리', '두다', '러닝', '고르다', '많다', '도움', '되다', '이라고', '생각', '여기', '나오다', '러닝', '가지', '자다', '분류', '같다', '느끼다', '출처']",1,디시인사이드 러닝 갤러리 브랜드 러닝 라인업 자다 정리 두다 러닝 고르다 많다 도움 되다 이라고 생각 여기 나오다 러닝 가지 자다 분류 같다 느끼다 출처,,939,939,@Upgrade_MyLife
삶의질 상승,"바쁜 아침 머리를 감고 머리카락을 빠르게 말리고 싶으신 분들께


미용업계에서도 많이 사용하는


'JMW 헤어드라이기' 를 추천.


BLDC 모터를 사용해서 상당히 강한 바람을 내뿜기 때문에 머리가 빨리 빨라 머리말리는 시간이 상당히 줄어듭니다.",10000,0,1.2만,"['바쁘다', '아침', '머리', '감고', '머리카락', '빠르다', '말리', '싶다', '미용', '업계', '에서도', '많이', '사용', '헤어', '드라이기', '추천', '모터', '사용', '상당하다', '강하다', '바람', '내뿜기', '때문', '머리', '빨리', '빨르다', '머리', '말리다', '시간', '상당하다', '줄다']",1,바쁘다 아침 머리 감고 머리카락 빠르다 말리 싶다 미용 업계 에서도 많이 사용 헤어 드라이기 추천 모터 사용 상당하다 강하다 바람 내뿜기 때문 머리 빨리 빨르다 머리 말리다 시간 상당하다 줄다,,939,939,@Upgrade_MyLife
